datestamp,timestamp,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season,cnt
09/01/2016 03:00,,9,6.5,82,16,7,0,1,3,119
09/01/2016 04:00,,9,7.5,82,10,7,0,1,3,57
09/01/2016 05:00,,9,7,84.5,12,2,0,1,3,48
09/01/2016 06:00,,9,7.5,84.5,10,2,0,1,3,88
09/01/2016 07:00,,9,7.5,82,11,2,0,1,3,161
09/01/2016 08:00,,9,7,84.5,15,2,0,1,3,391
09/01/2016 09:00,,9.5,7,82,18,2,0,1,3,618
09/01/2016 10:00,,10,8,85,14,2,0,1,3,908
09/01/2016 11:00,,11,11,82,15,7,0,1,3,1114
09/01/2016 12:00,,11,11,82,14,7,0,1,3,1129
09/01/2016 13:00,,11,11,79.5,17.5,7,0,1,3,1149
09/01/2016 14:00,,11,11,77,19,3,0,1,3,1173
09/01/2016 15:00,,11,11,77,19.5,7,0,1,3,1106
09/01/2016 16:00,,11,11,77,26,7,0,1,3,854
09/01/2016 17:00,,10.5,9,85,24,7,0,1,3,285
09/01/2016 18:00,,11,11,77,26,7,0,1,3,496
09/01/2016 19:00,,10.5,9,82.5,26,7,0,1,3,434
09/01/2016 20:00,,11,11,77,23,7,0,1,3,333
09/01/2016 21:00,,7.5,3,81.5,33.5,7,0,1,3,106
09/01/2016 22:00,,7.5,4,78.5,21,7,0,1,3,211
09/01/2016 23:00,,7.5,4.5,78.5,17.5,7,0,1,3,190
10/01/2016 00:00,,7,3.5,81,24.5,26,0,1,3,168
10/01/2016 01:00,,7,3,76,23,1,0,1,3,192
10/01/2016 02:00,,7,3.5,76,20.5,1,0,1,3,140
10/01/2016 03:00,,7,3,76,23,1,0,1,3,78
10/01/2016 04:00,,7.5,4.5,73.5,21,1,0,1,3,63
10/01/2016 05:00,,8,5,71,19.5,2,0,1,3,57
10/01/2016 06:00,,7.5,4,73.5,24,3,0,1,3,69
10/01/2016 07:00,,7,3.5,76,21,1,0,1,3,100
10/01/2016 08:00,,7,4,76,19.5,1,0,1,3,229
10/01/2016 09:00,,7,3,78.5,23,2,0,1,3,521
10/01/2016 10:00,,7,3.5,78.5,21,1,0,1,3,837
10/01/2016 11:00,,8.5,5.5,71,20.5,1,0,1,3,1071
10/01/2016 12:00,,9,6,66,23,2,0,1,3,1555
10/01/2016 13:00,,8.5,5.5,71,19.5,2,0,1,3,1721
10/01/2016 14:00,,8,5,71,18,2,0,1,3,1752
10/01/2016 15:00,,8,4.5,68.5,21.5,7,0,1,3,1461
10/01/2016 16:00,,6.5,3.5,73.5,18,7,0,1,3,1169
10/01/2016 17:00,,6.5,3.5,76,16,1,0,1,3,890
10/01/2016 18:00,,6.5,4,78.5,14,1,0,1,3,685
10/01/2016 19:00,,6,3,81,15,1,0,1,3,489
10/01/2016 20:00,,6.5,4.5,78.5,10,1,0,1,3,394
10/01/2016 21:00,,7,5,81,11,1,0,1,3,310
10/01/2016 22:00,,7,4.5,81,16.5,1,0,1,3,218
10/01/2016 23:00,,7,5,76,11,7,0,1,3,151
11/01/2016 00:00,,7,5,78.5,11,7,0,0,3,60
11/01/2016 01:00,,6.5,4,87,11,7,0,0,3,21
11/01/2016 02:00,,7,4,87,18,7,0,0,3,16
11/01/2016 03:00,,7,4.5,87,15,7,0,0,3,20
11/01/2016 04:00,,7.5,4,87,23.5,26,0,0,3,15
11/01/2016 05:00,,7,4,81,17.5,7,0,0,3,71
11/01/2016 06:00,,7,3.5,84,19.5,7,0,0,3,252
11/01/2016 07:00,,7,5,87,9,7,0,0,3,1361
11/01/2016 08:00,,7,6,87,6.5,3,0,0,3,3289
11/01/2016 09:00,,8,5.5,82,16,2,0,0,3,1747
11/01/2016 10:00,,7.5,4.5,81.5,19.5,3,0,0,3,646
11/01/2016 11:00,,7,4,84,17,3,0,0,3,558
11/01/2016 12:00,,7,4,81,18,2,0,0,3,783
11/01/2016 13:00,,7.5,4.5,78.5,17,3,0,0,3,849
11/01/2016 14:00,,8,5,76,18.5,3,0,0,3,764
11/01/2016 15:00,,8,5.5,76,15,3,0,0,3,726
11/01/2016 16:00,,7,4,81,16,3,0,0,3,1174
11/01/2016 17:00,,7,4,84,18,3,0,0,3,2771
11/01/2016 18:00,,7,4,81,18.5,3,0,0,3,2671
11/01/2016 19:00,,7,3.5,78.5,21.5,3,0,0,3,1479
11/01/2016 20:00,,7,4,78.5,18.5,2,0,0,3,835
11/01/2016 21:00,,6,3,87,16,2,0,0,3,500
11/01/2016 22:00,,6,3,87,18,4,0,0,3,310
11/01/2016 23:00,,6,3,81,18,4,0,0,3,174
12/01/2016 00:00,,5.5,2.5,84,18,3,0,0,3,95
12/01/2016 01:00,,5,1,87,20.5,3,0,0,3,44
12/01/2016 02:00,,5,1,87,20,2,0,0,3,40
12/01/2016 03:00,,5,1,87,21,1,0,0,3,30
12/01/2016 04:00,,5,0.5,84,24,2,0,0,3,39
12/01/2016 05:00,,5,0.5,84,24,2,0,0,3,90
12/01/2016 06:00,,5,0,81,28,2,0,0,3,610
12/01/2016 07:00,,5,0,81,28,2,0,0,3,1953
12/01/2016 08:00,,5,0,81,29,2,0,0,3,4007
12/01/2016 09:00,,6,2,76,27,2,0,0,3,2014
12/01/2016 10:00,,7,3,68.5,28,3,0,0,3,799
12/01/2016 11:00,,7,3,68.5,28,3,0,0,3,730
12/01/2016 12:00,,7,3,71,29.5,3,0,0,3,822
12/01/2016 13:00,,8,4,68.5,28.5,7,0,0,3,923
12/01/2016 14:00,,7.5,3,73.5,32,7,0,0,3,659
12/01/2016 15:00,,7,3,76,27,7,0,0,3,722
12/01/2016 16:00,,7,2.5,73.5,30.5,2,0,0,3,1243
12/01/2016 17:00,,7,2,73.5,36,7,0,0,3,2588
12/01/2016 18:00,,7,2,76,35,2,0,0,3,2239
12/01/2016 19:00,,7,2,76,38,7,0,0,3,1274
12/01/2016 20:00,,7,3,76,29,7,0,0,3,811
12/01/2016 21:00,,6.5,2,78.5,32.5,7,0,0,3,541
12/01/2016 22:00,,6,1.5,81,28,7,0,0,3,338
12/01/2016 23:00,,6,1.5,78.5,26,7,0,0,3,188
13/01/2016 00:00,,6,2,78.5,24,4,0,0,3,123
13/01/2016 01:00,,6,2,78.5,24,3,0,0,3,49
13/01/2016 02:00,,6,1.5,76,28,3,0,0,3,40
13/01/2016 03:00,,6,2,73.5,24,3,0,0,3,22
13/01/2016 04:00,,5.5,1,70.5,25,3,0,0,3,39
13/01/2016 05:00,,5,1,70,21,1,0,0,3,100
13/01/2016 06:00,,4,0,75,20,1,0,0,3,622
13/01/2016 07:00,,4,0,75,22,1,0,0,3,1979
13/01/2016 08:00,,4,0,75,20.5,1,0,0,3,4054
13/01/2016 09:00,,5,1,73,19.5,1,0,0,3,2060
13/01/2016 10:00,,6,2.5,71,19.5,1,0,0,3,874
13/01/2016 11:00,,6,3,66,16,1,0,0,3,726
13/01/2016 12:00,,6.5,3.5,63.5,17,1,0,0,3,919
13/01/2016 13:00,,7,4.5,59,16,1,0,0,3,959
13/01/2016 14:00,,7,4,59,17,1,0,0,3,910
13/01/2016 15:00,,7,5,59,11,1,0,0,3,922
13/01/2016 16:00,,6.5,4,63.5,12,1,0,0,3,1262
13/01/2016 17:00,,6,3.5,66,12,1,0,0,3,2818
13/01/2016 18:00,,6,3,71,14,1,0,0,3,2688
13/01/2016 19:00,,6,3,76,16,1,0,0,3,1523
13/01/2016 20:00,,6,3,78.5,14,1,0,0,3,876
13/01/2016 21:00,,6.5,3.5,76,15,7,0,0,3,480
13/01/2016 22:00,,6,3.5,81,13,7,0,0,3,317
13/01/2016 23:00,,6,3,81,14,7,0,0,3,224
14/01/2016 00:00,,6,3,81,17,7,0,0,3,72
14/01/2016 01:00,,6,2.5,87,18.5,7,0,0,3,53
14/01/2016 02:00,,5,1,87,19.5,7,0,0,3,45
14/01/2016 03:00,,5,1,84,19,2,0,0,3,33
14/01/2016 04:00,,4,0,87,19,2,0,0,3,42
14/01/2016 05:00,,3.5,-0.5,87,18,2,0,0,3,88
14/01/2016 06:00,,3,-2,87,20,2,0,0,3,542
14/01/2016 07:00,,3,-1.5,87,19.5,1,0,0,3,1841
14/01/2016 08:00,,3.5,-0.5,84,18,2,0,0,3,4039
14/01/2016 09:00,,4,-1,81,26,7,0,0,3,1593
14/01/2016 10:00,,4.5,0.5,78.5,22,3,0,0,3,721
14/01/2016 11:00,,5,-0.5,76,33.5,3,0,0,3,617
14/01/2016 12:00,,5,0,78.5,31,7,0,0,3,727
14/01/2016 13:00,,5,0,73,32,3,0,0,3,766
14/01/2016 14:00,,6,1,66,30.5,3,0,0,3,691
14/01/2016 15:00,,5,-0.5,61,32.5,3,0,0,3,771
14/01/2016 16:00,,5,0,61,32.5,2,0,0,3,1182
14/01/2016 17:00,,5,0,53,30.5,2,0,0,3,2514
14/01/2016 18:00,,4,-2,56,36,1,0,0,3,2427
14/01/2016 19:00,,4,-1,56,29,1,0,0,3,1355
14/01/2016 20:00,,4,-1.5,58.5,32,1,0,0,3,837
14/01/2016 21:00,,4,-1,61,30.5,1,0,0,3,536
14/01/2016 22:00,,4,-1,61,27,1,0,0,3,402
14/01/2016 23:00,,4,-1,61,29,1,0,0,3,292
15/01/2016 00:00,,4,-1,67.5,26,1,0,0,3,135
15/01/2016 01:00,,3.5,-1.5,72.5,24,1,0,0,3,78
15/01/2016 02:00,,3,-2,75,24,1,0,0,3,52
15/01/2016 03:00,,3,-2,75,26,2,0,0,3,34
15/01/2016 04:00,,3,-2,81,23,2,0,0,3,36
15/01/2016 05:00,,3,-2,75,24,2,0,0,3,86
15/01/2016 06:00,,3,-2,75,23,2,0,0,3,499
15/01/2016 07:00,,3,-1.5,78,20.5,2,0,0,3,1657
15/01/2016 08:00,,3,-1.5,75,19.5,2,0,0,3,3590
15/01/2016 09:00,,3,-2,75,22,2,0,0,3,1857
15/01/2016 10:00,,4,-0.5,67.5,23,2,0,0,3,816
15/01/2016 11:00,,4.5,0,65.5,25,2,0,0,3,743
15/01/2016 12:00,,5.5,1.5,55,25,1,0,0,3,993
15/01/2016 13:00,,6,2,53,24,1,0,0,3,1033
15/01/2016 14:00,,6,2,57,26,2,0,0,3,961
15/01/2016 15:00,,6,2,55,23,2,0,0,3,1024
15/01/2016 16:00,,5,2,63.5,16,2,0,0,3,1315
15/01/2016 17:00,,5,1.5,66,18,1,0,0,3,2484
15/01/2016 18:00,,4,0,72.5,19.5,1,0,0,3,1984
15/01/2016 19:00,,4,0,75,17,1,0,0,3,1135
15/01/2016 20:00,,4,0,72.5,21,1,0,0,3,726
15/01/2016 21:00,,4,0,70,18,1,0,0,3,479
15/01/2016 22:00,,3.5,0,78,14,2,0,0,3,365
15/01/2016 23:00,,3,0,81,13,1,0,0,3,364
16/01/2016 00:00,,3,-1,81,15,1,0,1,3,300
16/01/2016 01:00,,3,-1,81,16,3,0,1,3,231
16/01/2016 02:00,,3,0,81,11,3,0,1,3,151
16/01/2016 03:00,,2.5,-0.5,81,10,3,0,1,3,96
16/01/2016 04:00,,2,-0.5,81,8.5,1,0,1,3,75
16/01/2016 05:00,,2,-0.5,75,8.5,1,0,1,3,59
16/01/2016 06:00,,2,-1,75,10,1,0,1,3,82
16/01/2016 07:00,,2,-1,75,10,1,0,1,3,159
16/01/2016 08:00,,2,-0.5,75,9,1,0,1,3,407
16/01/2016 09:00,,2,-1,75,10,1,0,1,3,671
16/01/2016 10:00,,3,0.5,70,10,2,0,1,3,941
16/01/2016 11:00,,4,1,70,12,1,0,1,3,1215
16/01/2016 12:00,,4,1,70,11,1,0,1,3,1495
16/01/2016 13:00,,5,2,66,12,1,0,1,3,1613
16/01/2016 14:00,,5,2,68,12,1,0,1,3,1595
16/01/2016 15:00,,5,2,66,12,1,0,1,3,1488
16/01/2016 16:00,,4,2,70,8,1,0,1,3,1293
16/01/2016 17:00,,3,1,75,7,1,0,1,3,1018
16/01/2016 18:00,,3.5,0.5,75,10,1,0,1,3,907
16/01/2016 19:00,,3,2.5,78,5,1,0,1,3,772
16/01/2016 20:00,,3,2,81,6,1,0,1,3,618
16/01/2016 21:00,,3,3,81,2,7,0,1,3,445
16/01/2016 22:00,,3,1,81,7,7,0,1,3,256
16/01/2016 23:00,,2.5,0,84,7.5,7,0,1,3,204
17/01/2016 00:00,,2,1,87,5,7,0,1,3,226
17/01/2016 01:00,,2,1,87,3.5,7,0,1,3,184
17/01/2016 02:00,,2,2,87,0,26,0,1,3,115
17/01/2016 03:00,,1,-1,93,6.5,26,0,1,3,71
17/01/2016 04:00,,1,-2,93,9,26,0,1,3,36
17/01/2016 05:00,,1,0,93,5.5,26,0,1,3,47
17/01/2016 06:00,,2,0,84,6.5,26,0,1,3,50
17/01/2016 07:00,,2,0,84,7,26,0,1,3,96
17/01/2016 08:00,,2,0,87,6.5,1,0,1,3,195
17/01/2016 09:00,,2,1,87,5.5,1,0,1,3,396
17/01/2016 10:00,,2.5,0.5,84,6.5,4,0,1,3,698
17/01/2016 11:00,,3,0.5,81,8,4,0,1,3,879
17/01/2016 12:00,,4,2,75,8,3,0,1,3,1074
17/01/2016 13:00,,4,2,75,9,3,0,1,3,1162
17/01/2016 14:00,,4,2,81,7,3,0,1,3,1073
17/01/2016 15:00,,4,1.5,81,10,3,0,1,3,1117
17/01/2016 16:00,,4,1,81,11,2,0,1,3,948
17/01/2016 17:00,,4,0.5,75,15,2,0,1,3,786
17/01/2016 18:00,,4,1,70,14,1,0,1,3,760
17/01/2016 19:00,,4,0.5,65,16,1,0,1,3,581
17/01/2016 20:00,,4,1,67.5,14,1,0,1,3,436
17/01/2016 21:00,,4,1,70,14,2,0,1,3,337
17/01/2016 22:00,,4,1,70,14,4,0,1,3,315
17/01/2016 23:00,,4.5,1.5,70,16,4,0,1,3,180
18/01/2016 00:00,,4,1,78,15,4,0,0,3,101
18/01/2016 01:00,,4,1,81,13,4,0,0,3,60
18/01/2016 02:00,,4,1,81,12,3,0,0,3,28
18/01/2016 03:00,,4,1,81,12,3,0,0,3,27
18/01/2016 04:00,,4,1,81,14,2,0,0,3,31
18/01/2016 05:00,,4,1,78,15,1,0,0,3,81
18/01/2016 06:00,,3.5,0.5,78,12,2,0,0,3,540
18/01/2016 07:00,,3,0,81,9,2,0,0,3,1741
18/01/2016 08:00,,3,0,81,13,2,0,0,3,3765
18/01/2016 09:00,,3,-0.5,84,14,2,0,0,3,1821
18/01/2016 10:00,,4,1,75,14,2,0,0,3,714
18/01/2016 11:00,,4,1,75,13,2,0,0,3,610
18/01/2016 12:00,,4.5,1,72.5,16,2,0,0,3,796
18/01/2016 13:00,,4,1,70,15,3,0,0,3,929
18/01/2016 14:00,,4,1,67.5,14,3,0,0,3,724
18/01/2016 15:00,,3.5,0.5,70,12,2,0,0,3,820
18/01/2016 16:00,,2.5,-0.5,72.5,10,2,0,0,3,1283
18/01/2016 17:00,,2.5,-0.5,67.5,11,1,0,0,3,2774
18/01/2016 18:00,,2,-1,65,10,1,0,0,3,2630
18/01/2016 19:00,,1.5,-1,67.5,9,1,0,0,3,1439
18/01/2016 20:00,,1,-1,72.5,6.5,1,0,0,3,812
18/01/2016 21:00,,0.5,-0.5,75,3,1,0,0,3,521
18/01/2016 22:00,,0,-2,75,6,1,0,0,3,334
